,MoGAN1,MoGAN2,Gravity1,Gravity2,Radiation1,Radiation2,delta1,delta2,delta3,delta4
NYCBike,0.3,0.21,0.19,0.15,0.3,0.21,-56%,-37%,-3%,1%
