,MoGAN1,MoGAN2,Gravity1,Gravity2,Radiation1,Radiation2,WMoGAN1,WMoGAN2,M_G1,M_G2,M_R1,M_R2,W_G1,W_G2,W_R1,W_R2
0,0.08,0.13,0.07,0.17,0.18,0.22,0.14,0.17,-28%,23%,54%,42%,-105%,2%,26%,26%
