,MoGAN1,MoGAN2,Gravity1,Gravity2,Radiation1,Radiation2,WMoGAN1,WMoGAN2,M_G1,M_G2,M_R1,M_R2,W_G1,W_G2,W_R1,W_R2
0,0.2,0.15,0.35,0.2,0.58,0.09,0.13,0.16,43%,23%,66%,-75%,62%,19%,77%,-86%
