,MoGAN1,MoGAN2,Gravity1,Gravity2,WMoGAN1,WMoGAN2,M_G1,M_G2,W_G1,W_G2
0,0.03,0.07,0.06,0.19,0.05,0.1,49%,61%,19%,45%
