,MoGAN1,MoGAN2,Gravity1,Gravity2,WMoGAN1,WMoGAN2,M_G1,M_G2,W_G1,W_G2
0,0.12,0.17,0.23,0.25,0.14,0.2,48%,31%,39%,20%
