,MoGAN1,MoGAN2,Gravity1,Gravity2,WMoGAN1,WMoGAN2,M_G1,M_G2,W_G1,W_G2
0,0.04,0.07,0.47,0.33,0.04,0.08,92%,78%,92%,75%
