,MoGAN1,MoGAN2,Gravity1,Gravity2,WMoGAN1,WMoGAN2,M_G1,M_G2,W_G1,W_G2
0,0.05,0.08,0.14,0.39,0.05,0.09,67%,79%,61%,78%
