,MoGAN1,MoGAN2,Gravity1,Gravity2,WMoGAN1,WMoGAN2,M_G1,M_G2,W_G1,W_G2
0,0.04,0.09,0.26,0.11,0.08,0.12,83%,20%,70%,-12%
