,MoGAN1,MoGAN2,Gravity1,Gravity2,Radiation1,Radiation2,WMoGAN1,WMoGAN2,M_G1,M_G2,M_R1,M_R2,W_G1,W_G2,W_R1,W_R2
0,0.14,0.1,0.66,0.23,0.7,0.12,0.09,0.08,79%,56%,80%,13%,86%,66%,86%,33%
