,MoGAN1,MoGAN2,Gravity1,Gravity2,Radiation1,Radiation2,WMoGAN1,WMoGAN2,M_G1,M_G2,M_R1,M_R2,W_G1,W_G2,W_R1,W_R2
0,0.32,0.38,0.21,0.26,0.19,0.32,0.19,0.2,-51%,-46%,-64%,-17%,7%,24%,-1%,39%
