,MoGAN1,MoGAN2,Gravity1,Gravity2,Radiation1,Radiation2,delta1,delta2,delta3,delta4
NYCBike,0.17,0.18,0.1,0.17,0.16,0.22,-67%,-8%,-4%,17%
